City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,formosa do rio preto,-11.0483,-45.1931,33.52,26,98,2.29,BR,1682532163
274,aberystwyth,52.4155,-4.0829,13.73,71,95,1.44,GB,1682532163
275,buka,40.8108,69.1986,19.15,32,0,2.04,UZ,1682532050
276,jackson,42.4165,-122.8345,20.58,51,0,1.54,US,1682531439
277,palikir - national government center,6.9248,158.1611,27.64,80,88,7.59,FM,1682532164
278,tadine,-21.55,167.8833,24.22,82,100,2.62,NC,1682531740
279,rawlins,41.7911,-107.2387,10.2,54,72,4.74,US,1682532004
280,anloga,5.7947,0.8973,28.83,78,99,6.32,GH,1682532016
281,vojnik,46.2933,15.3033,13.21,73,72,1.68,SI,1682532165
282,port saint john's,-31.6229,29.5448,22.31,91,1,4.64,ZA,1682532043
283,merizo village,13.2658,144.6691,27.31,92,22,8.15,GU,1682532165
284,berdigestyakh,62.0989,126.6992,-5.24,95,96,2.27,RU,1682531710
285,tamiahua,21.2667,-97.45,25.55,87,100,2.59,MX,1682532166
286,cabo san lucas,22.8909,-109.9124,28.67,65,79,0.89,MX,1682531714
287,erdenet,49.0333,104.0833,-7.88,59,65,2.92,MN,1682532166
288,mbarara,-0.608,30.65,17.96,92,67,1.18,UG,1682532166
289,man,7.4125,-7.5538,25.13,86,91,1.82,CI,1682532167
290,mega,4.05,38.3,16.04,83,100,1.87,ET,1682532167
291,leava,-14.3,-178.1667,28.26,75,95,7.5,WF,1682532168
292,puerto armuelles,8.2833,-82.8667,31.99,65,10,3.28,PA,1682532168
293,atafu village,-8.5421,-172.5159,28.36,76,100,5.66,TK,1682531643
294,vilyuchinsk,52.9306,158.4028,-2.85,81,2,4.14,RU,1682531762
295,nantucket,41.2835,-70.0995,11.08,80,100,4.12,US,1682531782
296,brisas de zicatela,15.8369,-97.0419,29.95,57,47,3.94,MX,1682532169
297,richmond,37.5538,-77.4603,22.35,43,100,1.54,US,1682532044
298,yarmouth,41.7057,-70.2286,11.65,77,100,4.12,US,1682532044
299,arica,-18.475,-70.3042,26.75,57,0,5.66,CL,1682531406
300,hadibu,12.65,54.0333,28.54,70,5,1.15,YE,1682531759
301,toliara,-23.35,43.6667,22.62,67,0,7.11,MG,1682532170
302,bayanaul,50.7889,75.6956,12.93,43,37,2.54,KZ,1682532171
303,hasaki,35.7333,140.8333,13.45,58,99,7.26,JP,1682531655
304,kuldiga,56.974,21.9572,5.83,83,100,3.35,LV,1682532171
305,guerrero negro,27.9769,-114.0611,18.38,59,38,6.1,MX,1682531671
306,hayes,51.5158,-0.4234,12.18,58,75,4.12,GB,1682532172
307,sicuani,-14.2694,-71.2261,17.13,36,28,3.02,PE,1682532172
308,abalak,58.1286,68.5944,15.7,53,100,4.84,RU,1682531761
309,sinjai,-5.1241,120.253,24.24,90,100,1.84,ID,1682532172
310,great bend,38.3645,-98.7648,13.35,69,20,7.72,US,1682532173
311,oshakati,-17.7833,15.6833,30.01,26,23,3.2,NA,1682532173
312,kokkola,63.8385,23.1307,7.09,93,75,2.06,FI,1682532173
313,alofi,-19.0595,-169.9187,23.94,94,26,2.06,NU,1682531752
314,al bawiti,28.3492,28.8659,25.95,14,0,5.27,EG,1682531991
315,northwest harborcreek,42.1494,-79.9946,9.85,68,0,4.12,US,1682532174
316,brugnera,45.9044,12.5264,15.52,67,39,0.89,IT,1682532174
317,morden,49.1919,-98.1014,5.05,75,100,6.17,CA,1682532175
318,lihue,21.9789,-159.3672,22.58,88,75,2.57,US,1682531677
319,port alfred,-33.5906,26.891,21.21,93,51,6.97,ZA,1682532175
320,xiangyang,32.0422,112.1448,16.42,72,93,6.46,CN,1682531905
321,lebyazh'ye,55.2689,66.4947,18.68,32,97,5.76,RU,1682532176
322,ulladulla,-35.35,150.4667,14.64,82,55,2.69,AU,1682532176
323,bardai,11.65,7.2333,32.79,30,95,4.09,NG,1682532176
324,marka,1.7159,44.7717,28.71,75,100,5.08,SO,1682532177
325,bailesti,44.0167,23.35,12.33,58,100,6.03,RO,1682532177
326,belyayevka,51.3974,56.4096,16.91,49,100,2.21,RU,1682532177
327,amungan,15.3652,119.9582,26.43,77,70,2.04,PH,1682531634
328,okhotsk,59.3833,143.3,-4.09,93,79,2.96,RU,1682532178
329,bhikangaon,21.8667,75.95,27.43,45,66,3.0,IN,1682532178
330,manzini,-26.25,31.5,21.62,87,44,1.11,SZ,1682532178
331,kuusamo,65.9667,29.1833,4.02,65,0,3.09,FI,1682532138
332,crescent city,41.756,-124.2018,20.27,82,0,3.6,US,1682532179
333,haiku-pauwela,20.9219,-156.3051,23.36,83,40,3.09,US,1682531688
334,krsko,45.9591,15.4917,13.9,74,0,2.06,SI,1682532179
335,saint-philippe,-21.3585,55.7679,23.77,76,88,3.8,RE,1682531667
336,chegdomyn,51.1167,133.0167,-6.26,96,27,1.22,RU,1682532180
337,fada,9.5667,8.3,22.32,84,100,3.15,NG,1682532180
338,markala,13.7021,-6.0659,37.24,7,100,2.19,ML,1682532181
339,selfoss,63.9331,-20.9971,2.8,93,100,3.52,IS,1682531656
340,mahibadhoo,3.7833,72.9667,29.26,73,89,5.19,MV,1682532182
341,gospic,44.5461,15.3747,10.83,73,86,1.58,HR,1682532182
342,port hedland,-20.3167,118.5667,25.03,88,100,2.06,AU,1682531764
343,anadyr,64.75,177.4833,-13.72,72,0,5.0,RU,1682531726
344,la passe,45.5549,-0.8967,16.13,91,100,2.06,FR,1682531720
345,taksimo,56.3444,114.8794,-3.31,76,60,0.95,RU,1682532184
346,hamilton,39.1834,-84.5333,16.91,55,0,3.6,US,1682531955
347,namtsy,62.7161,129.6658,-9.64,99,81,1.12,RU,1682531762
348,argo,37.6333,22.7333,18.21,57,19,3.05,GR,1682531750
349,port augusta,-32.5,137.7667,21.25,52,86,2.57,AU,1682531885
350,taltal,-25.4,-70.4833,19.64,73,5,2.41,CL,1682531737
351,simanggang,1.2472,111.4528,25.01,94,100,0.0,MY,1682532186
352,severo-yeniseyskiy,60.3725,93.0408,-4.42,96,100,2.48,RU,1682531765
353,likasi,-10.9814,26.7333,16.48,82,72,1.52,CD,1682532025
354,puerto wilches,7.3483,-73.896,31.31,60,77,0.38,CO,1682532186
355,acajutla,13.5928,-89.8275,30.31,63,54,3.8,SV,1682532187
356,tabou,4.423,-7.3528,26.35,82,96,2.71,CI,1682532187
357,carnarvon,-24.8667,113.6333,19.81,68,0,7.26,AU,1682531640
358,saldanha,-33.0117,17.9442,17.03,74,100,3.15,ZA,1682531996
359,la'ie,21.6477,-157.9253,23.98,85,98,4.97,US,1682531516
360,concepcion,-36.827,-73.0498,20.89,60,0,2.57,CL,1682532011
361,puerto leguizamo,-0.1934,-74.7819,25.61,87,93,1.62,CO,1682532189
362,falam,22.9167,93.6833,16.24,47,26,1.7,MM,1682532189
363,khash,28.2211,61.2158,20.73,27,70,2.82,IR,1682532190
364,buon ma thuot,12.6667,108.05,22.05,83,77,2.59,VN,1682532072
365,san antonio de pale,-1.4014,5.6325,27.72,76,99,3.51,GQ,1682531798
366,fort bragg,35.139,-79.006,22.91,48,100,3.09,US,1682531702
367,al faw,29.9776,48.4741,32.0,18,8,7.34,IQ,1682532191
368,touba,8.2833,-7.6833,28.72,55,100,1.38,CI,1682532191
369,sambava,-14.2667,50.1667,25.25,89,100,2.4,MG,1682531792
370,linxia chengguanzhen,35.6003,103.2064,10.74,42,74,1.45,CN,1682532192
371,brandon,27.9378,-82.2859,31.73,61,40,3.6,US,1682532078
372,puerto lempira,15.2667,-83.7667,33.08,62,20,4.12,HN,1682532193
373,korsholm,63.1142,21.6822,7.35,98,75,1.03,FI,1682532193
374,christchurch,-43.5333,172.6333,5.53,90,14,1.54,NZ,1682531866
375,beya,53.0533,90.9139,-2.78,91,85,1.83,RU,1682532194
376,dryden,49.7833,-92.7503,8.16,34,0,5.66,CA,1682531990
377,portland,45.5234,-122.6762,18.07,67,100,1.79,US,1682531618
378,akureyri,65.6835,-18.0878,-0.04,47,40,4.63,IS,1682531976
379,san ignacio de velasco,-16.3667,-60.95,29.82,59,9,2.66,BO,1682532195
380,karratha,-20.7377,116.8463,26.57,42,100,2.81,AU,1682531785
381,bilisht,40.6275,20.99,5.96,82,78,2.21,AL,1682532196
382,yuzhno-kurilsk,44.0306,145.8556,4.11,96,100,7.56,RU,1682531645
383,nagqu,31.5,92.0,-1.48,72,65,1.42,CN,1682532196
384,tazacorte,28.629,-17.9293,22.3,80,0,5.14,ES,1682531670
385,iwon-up,40.3231,128.6553,6.3,84,2,2.46,KP,1682532197
386,grajewo,53.6473,22.4554,4.8,79,100,3.95,PL,1682531609
387,kualakapuas,-3.0091,114.3876,24.34,93,98,0.92,ID,1682532198
388,peniche,39.3558,-9.3811,23.93,75,100,5.52,PT,1682532198
389,tolanaro,-25.0319,46.9987,21.04,78,20,2.06,MG,1682531733
390,okha,53.5739,142.9478,-0.66,98,100,7.31,RU,1682532064
391,katsuura,35.1333,140.3,13.55,64,58,10.11,JP,1682532199
392,chernyshevskiy,63.0128,112.4714,-14.48,98,84,0.72,RU,1682531995
393,pokhara,28.2333,83.9833,20.33,36,91,2.75,NP,1682531675
394,bengkulu,-3.8004,102.2655,25.15,87,100,1.74,ID,1682532200
395,kristiansund,63.1115,7.732,3.36,81,75,3.09,NO,1682532200
396,qarauyl,48.9451,79.255,11.96,40,43,2.4,KZ,1682532201
397,mora,11.0461,14.1401,35.75,10,62,4.9,CM,1682531605
398,khovd,48.0056,91.6419,3.99,46,99,1.51,MN,1682532202
399,taoudenni,22.6783,-3.9836,37.2,7,0,8.25,ML,1682531692
400,fortuna,40.5982,-124.1573,19.4,75,94,0.45,US,1682531758
401,opuwo,-18.0607,13.84,24.84,52,100,2.17,NA,1682532135
402,freshwater,50.692,-1.5079,12.4,75,92,4.82,GB,1682532203
403,novy jicin,49.5944,18.0103,8.39,61,0,2.06,CZ,1682532203
404,novofedorivka,46.1713,32.3178,11.7,89,100,1.45,UA,1682532204
405,tbeng meanchey,13.8167,104.9667,27.82,61,100,1.76,KH,1682532204
406,westport,41.1415,-73.3579,15.2,64,75,4.63,US,1682531773
407,magadan,59.5667,150.8,-3.62,92,24,2.09,RU,1682531514
408,causeni,46.6442,29.4139,9.57,84,100,6.68,MD,1682532205
409,gamba,-2.65,10.0,26.15,86,39,4.04,GA,1682532206
410,cole harbour,44.6724,-63.4751,14.54,61,75,6.17,CA,1682532206
411,butwal,27.7006,83.4484,24.24,28,66,2.73,NP,1682532206
412,ondangwa,-17.9167,15.95,30.0,28,33,2.57,NA,1682532207
413,walvis bay,-22.9575,14.5053,15.61,76,27,1.85,NA,1682532207
414,wangqing,43.3218,129.7634,2.67,45,16,1.51,CN,1682532208
415,tchibanga,-2.85,11.0333,24.05,95,33,1.24,GA,1682532208
416,mossel bay,-34.1831,22.146,19.96,88,100,1.57,ZA,1682531738
417,forest,37.3638,-79.2897,19.49,55,98,2.63,US,1682532056
418,burang,30.25,81.1667,-3.11,96,100,1.94,CN,1682531784
419,marsabit,2.3284,37.9899,19.25,81,82,1.82,KE,1682532209
420,sabang,5.8933,95.3214,28.57,76,100,2.81,ID,1682532210
421,boende,-0.2167,20.8667,20.45,96,93,1.16,CD,1682532210
422,bairnsdale,-37.8333,147.6167,13.86,61,100,2.25,AU,1682532211
423,kapa'a,22.0752,-159.319,22.99,87,75,2.57,US,1682531699
424,nizhnyaya omka,55.4338,74.9426,15.78,42,100,2.38,RU,1682532211
425,recani,31.2846,-4.2688,33.77,9,3,3.23,MA,1682532212
426,gargalianoi,37.0667,21.6333,13.34,76,4,7.95,GR,1682532212
427,ha'il,27.5219,41.6907,24.01,38,40,1.03,SA,1682531432
428,clinton,42.587,-82.9199,11.79,62,75,2.57,US,1682531658
429,port lincoln,-34.7333,135.8667,16.38,84,19,5.38,AU,1682531660
430,sanctuary point,-35.1114,150.629,17.4,84,59,2.81,AU,1682532213
431,verkhneyarkeyevo,55.4505,54.3145,14.18,67,97,6.32,RU,1682531972
432,new plymouth,-39.0667,174.0833,9.62,73,4,3.12,NZ,1682532214
433,mhamid,29.82,-5.72,36.27,7,5,3.4,MA,1682532214
434,neryungri,56.6709,124.6491,-14.31,92,61,1.25,RU,1682532215
435,east london,-33.0153,27.9116,22.59,88,6,6.24,ZA,1682531357
436,erseke,40.3378,20.6789,5.37,89,56,2.06,AL,1682532215
437,tsumeb,-19.2333,17.7167,27.42,24,88,2.36,NA,1682532215
438,megion,61.0296,76.1136,3.01,95,100,3.78,RU,1682532216
439,brokopondo,4.75,-55.1667,23.08,94,100,1.6,SR,1682532216
440,villa gesell,-37.2639,-56.973,22.81,55,30,2.8,AR,1682531974
441,fukuecho,32.6881,128.8419,13.48,62,0,4.19,JP,1682532217
442,salahonda,2.1019,-78.7217,28.04,74,65,3.57,CO,1682531986
443,arima,10.6333,-61.2833,27.08,85,75,3.09,TT,1682531805
444,belel,7.05,14.4333,19.05,77,98,2.22,CM,1682532217
445,inyati,-19.6756,28.8469,20.14,41,15,4.92,ZW,1682532218
446,gwanda,-20.9333,29.0,22.45,46,1,4.53,ZW,1682531781
447,toguchin,55.2353,84.3858,3.24,93,71,1.71,RU,1682532218
448,isangel,-19.55,169.2667,26.06,76,100,1.34,VU,1682531779
449,suances,43.4334,-4.0434,20.12,81,20,1.54,ES,1682532219
450,hotan,37.0997,79.9269,18.7,24,100,2.66,CN,1682532219
451,huarmey,-10.0681,-78.1522,27.1,70,6,4.42,PE,1682532219
452,neiafu,-18.65,-173.9833,24.38,94,20,1.03,TO,1682532220
453,kenai,60.5544,-151.2583,2.05,75,100,2.06,US,1682531705
454,oriximina,-1.7656,-55.8661,27.51,85,99,1.19,BR,1682532220
455,dunedin,-45.8742,170.5036,10.51,75,21,5.99,NZ,1682531456
456,porto novo,6.4965,2.6036,29.9,78,98,4.92,BJ,1682531639
457,chaumont,48.1167,5.1333,12.98,76,96,0.98,FR,1682531999
458,san luis de la loma,17.2706,-100.8939,30.0,51,91,3.89,MX,1682531736
459,changji,44.0167,87.3167,13.44,30,0,3.0,CN,1682532222
460,bannu,32.9854,70.6027,23.62,45,98,3.81,PK,1682532222
461,eureka,40.8021,-124.1637,20.67,77,96,1.79,US,1682532223
462,koton-karfe,8.1,6.8,29.56,61,91,3.02,NG,1682532223
463,tobruk,32.0836,23.9764,19.53,55,4,2.52,LY,1682532195
464,buchanan,5.8808,-10.0467,25.16,85,100,1.64,LR,1682531782
465,chippewa falls,44.9369,-91.3929,10.52,41,0,1.54,US,1682532012
466,nephi,39.7102,-111.8363,13.19,54,5,2.19,US,1682532180
467,derinkuyu,38.3751,34.7342,11.31,64,100,2.34,TR,1682532224
468,severoural'sk,60.1533,59.952,10.25,83,100,0.97,RU,1682532225
469,kaspiyskiy,45.3929,47.3707,15.09,59,3,1.75,RU,1682531677
470,sinabang,2.4803,96.3801,26.93,83,100,1.78,ID,1682532225
471,pionki,51.476,21.4499,7.57,54,0,3.6,PL,1682532225
472,ambodifotatra,-16.9833,49.85,27.37,73,29,7.38,MG,1682532226
473,taghazout,30.5426,-9.7112,24.43,36,0,5.15,MA,1682532226
474,rangkasbitung,-6.3591,106.2494,24.78,92,94,0.38,ID,1682532226
475,buncrana,55.1333,-7.45,10.87,87,100,2.26,IE,1682532227
476,la ronge,55.1001,-105.2842,4.12,87,100,5.14,CA,1682531669
477,libenge,3.65,18.6333,21.93,83,93,1.25,CD,1682532227
478,ad dilam,23.9915,47.1627,21.23,59,81,4.02,SA,1682532228
479,cosala,24.4125,-106.6908,30.52,20,89,1.76,MX,1682532228
480,sawang wirawong,15.2416,105.0922,26.9,70,81,3.71,TH,1682532229
481,nadym,65.5333,72.5167,-4.65,90,57,3.28,RU,1682532229
482,soledade,-28.8183,-52.5103,18.25,81,69,3.55,BR,1682532229
483,xilin hot,43.9667,116.0333,7.29,73,58,3.09,CN,1682531977
484,juneau,58.3019,-134.4197,4.12,95,100,2.06,US,1682532005
485,urmary,55.6789,47.944,11.11,85,72,6.68,RU,1682532230
486,songling,31.1933,120.7176,13.41,80,77,3.39,CN,1682532230
487,tatarsk,55.219,75.9828,13.77,53,100,3.2,RU,1682532231
488,fale old settlement,-9.3852,-171.2468,28.52,77,100,5.83,TK,1682531639
489,coahuayana de hidalgo,18.7,-103.6583,31.38,38,96,2.89,MX,1682531787
490,pacific grove,36.6177,-121.9166,23.14,82,40,2.24,US,1682531781
491,goderich,43.7501,-81.7165,5.18,70,96,3.6,CA,1682532232
492,malakal,9.5334,31.6605,31.91,38,11,2.11,SS,1682532232
493,arawa,-6.2132,155.5367,24.67,92,41,0.8,PG,1682532232
494,tandil,-37.3217,-59.1332,25.09,36,1,4.79,AR,1682532001
495,nizhniy ingash,56.2,96.53,-4.8,85,76,1.37,RU,1682532233
496,meulaboh,4.1363,96.1285,25.62,89,100,1.28,ID,1682532233
497,riolandia,-19.9808,-49.6819,27.25,65,29,3.63,BR,1682532233
498,puerto palomas,31.7667,-107.6167,22.63,20,1,4.7,MX,1682532233
499,gebeit,21.0667,36.3167,27.14,30,17,4.01,SD,1682532234
500,zhoucun,36.8167,117.8167,17.09,52,0,8.07,CN,1682532234
501,howrah,22.5892,88.3103,29.0,74,20,3.6,IN,1682531951
502,boda,4.3189,17.4695,23.07,77,99,1.89,CF,1682532235
503,arauquita,7.0292,-71.4281,31.35,57,69,1.52,CO,1682532235
504,nueve de julio,-35.4444,-60.8831,26.65,38,49,2.24,AR,1682532235
505,paseh,-7.1026,107.7641,20.65,95,100,0.82,ID,1682532235
506,coquimbo,-29.9533,-71.3436,14.85,88,100,2.57,CL,1682531973
507,namdrik,5.5994,168.1028,28.04,79,90,7.38,MH,1682532236
508,henderson,36.0397,-114.9819,26.2,20,0,6.69,US,1682532098
509,glace bay,46.1969,-59.957,9.04,70,75,3.6,CA,1682532237
510,kurchum,48.5722,83.6542,9.81,67,9,3.1,KZ,1682532237
511,santa marta,11.2408,-74.199,32.03,70,20,3.09,CO,1682531734
512,puerto aysen,-45.4,-72.7,11.02,66,75,6.17,CL,1682531644
513,igrim,63.1906,64.4162,0.83,99,100,2.08,RU,1682532238
514,mount pearl,47.5166,-52.7813,4.62,82,100,8.23,CA,1682531771
515,masagua,14.2031,-90.8481,35.73,51,81,1.8,GT,1682532238
516,canelli,44.7215,8.2924,16.73,49,54,1.7,IT,1682532238
517,suva,-18.1416,178.4415,23.71,94,75,3.6,FJ,1682531799
518,floro,61.5996,5.0328,4.57,81,40,5.66,NO,1682531646
519,kendari,-3.945,122.4989,24.25,94,92,1.35,ID,1682532239
520,weno,7.4515,151.8468,26.97,89,75,2.06,FM,1682531647
521,sidi ifni,29.3797,-10.173,38.86,60,5,2.35,MA,1682532239
522,choyr,46.3611,108.3611,0.42,17,19,6.49,MN,1682532240
523,pailon,-17.65,-62.75,28.82,62,36,2.95,BO,1682532240
524,colchani,-20.3,-66.9333,13.37,14,0,3.5,BO,1682532240
525,punta del este,-34.9667,-54.95,21.06,87,75,6.17,UY,1682531730
526,parkes,-33.1333,148.1833,15.75,69,100,0.45,AU,1682532241
527,chinde,26.8418,88.0763,17.58,36,33,2.89,NP,1682531755
528,lensk,60.7253,114.9278,-0.9,98,100,1.27,RU,1682531748
529,turgen,43.4006,77.5933,8.07,47,3,3.4,KZ,1682532242
530,altay,47.8667,88.1167,3.66,61,14,3.55,CN,1682532242
531,mammoth lakes,37.6485,-118.9721,12.41,27,0,3.09,US,1682532143
532,george town,5.4112,100.3354,26.96,100,20,2.06,MY,1682531700
533,wuchuan,21.4571,110.7659,21.23,79,69,4.45,CN,1682532243
534,zhezqazghan,47.7833,67.7667,16.13,31,7,4.59,KZ,1682532243
535,buala,-8.145,159.5921,26.69,80,24,1.43,SB,1682532243
536,puducherry,11.9333,79.8167,28.73,76,18,4.32,IN,1682532244
537,ust'-kut,56.7938,105.7672,-1.08,97,99,1.15,RU,1682532244
538,korla,41.7597,86.1469,14.0,41,49,1.57,CN,1682532245
539,victorica,-36.2151,-65.4359,25.63,33,86,1.15,AR,1682531955
540,sao vicente,-23.9631,-46.3919,27.75,66,75,2.24,BR,1682531969
541,kavaratti,10.5669,72.642,28.02,69,89,2.64,IN,1682531701
542,bolobo,-2.1667,16.2333,26.14,74,92,1.11,CD,1682532246
543,kovdor,67.5662,30.4758,-2.09,95,99,1.68,RU,1682532247
544,rongelap,11.1635,166.8941,26.99,80,98,9.33,MH,1682531717
545,prainha,-1.8,-53.48,26.96,90,96,0.52,BR,1682532248
546,aitape,-3.1374,142.3475,25.16,90,90,2.27,PG,1682532248
547,novyy turtkul',41.55,61.0167,20.95,10,85,5.86,UZ,1682532249
